time_seconds,chicken_id,x,y,direction,invisible,frame
1,46,843.1013902207233,921.5865736026004,3.2637657012294303,0,30
1,47,1369.391821495424,402.8748310702418,0.9250245035569955,0,30
1,48,1320.3478617546682,1071.3391920050015,1.3264502315156919,0,30
1,49,945.1387379298466,1051.178673185778,4.415683007545675,0,30
1,50,1704.7963218616032,698.357135690007,3.0019663134302377,0,30
1,51,1712.1315483428677,990.2729613403501,1.4660765716752384,0,30
1,52,919.2316947278598,1233.6715651413945,5.0789081233035125,0,30
1,53,857.0854543314252,1428.715174410495,0.06981317007977318,0,30
1,54,1519.7662211187267,1158.5939928400462,1.9024088846738214,0,30
1,55,1705.6773016367163,1124.0047518105791,1.3788101090755218,0,30
1,56,1703.2691702649988,1275.776647220265,2.146754979953026,0,30
1,57,1772.0539450450192,1367.747588697301,3.1066860685498963,0,30
1,58,1476.9715508879835,1320.9479142950852,4.433136300065618,0,30
1,59,1650.4546018778678,1402.7727737378884,1.5184364492350684,0,30
1,60,1506.1991001269798,1438.9967035156583,1.6929693744345016,0,30
11,46,843.1013902207233,921.5865736026004,3.2637657012294303,0,330
11,47,1381.0356571118623,398.0803105222966,0.9250245035569955,0,330
11,48,1754.247457393132,862.7597326358081,2.164208272472969,0,330
11,49,975.0030580523437,1029.7761272369028,4.136430327226585,0,330
11,50,1701.3012665424533,682.9498426141923,2.9321531433504653,0,330
11,51,1731.3096305346482,1006.0263859978843,1.4660765716752384,0,330
11,52,912.85701150361,1215.5773923760723,5.131268000863342,0,330
11,53,1117.3912708402563,1126.99951353674,2.9496064358704084,0,330
11,54,1513.205479452055,1155.4520547945208,1.9024088846738214,0,330
11,55,1701.5677125956202,1126.059546331127,1.3788101090755218,0,330
11,56,1699.4523518014514,1291.4158878623034,2.2689280275926276,0,330
11,57,1769.3142190176222,1363.637999656205,3.1066860685498963,0,330
11,58,1476.9715508879835,1320.9479142950852,4.433136300065618,0,330
11,59,1650.4546018778678,1402.7727737378884,1.6231562043547283,0,330
11,60,1506.1991001269798,1435.5720459814117,1.6929693744345016,0,330
