time_seconds,chicken_id,x,y,direction,invisible,frame
1,76,794.1526081705995,374.69824343546185,0.4712388980384692,0,30
1,77,884.8005313266967,497.41161967338826,1.012290966156712,0,30
1,78,1123.287978379422,457.68164461590027,5.323254218582716,0,30
1,79,794.6343746501122,850.1143159127848,6.213372137099814,0,30
1,80,1028.296972862525,1142.05555665165,5.113814708343399,0,30
1,81,1184.6920810148613,697.2367010153151,2.199114857512855,0,30
1,82,1726.378871831477,778.3363931079742,5.9690260418206105,0,30
1,83,1328.02711794049,530.4156616884719,5.881759579220895,0,30
1,84,1202.8838964008721,305.9524657960113,5.951572749300667,0,30
1,85,1327.3525114292038,277.2649692998515,5.916666164260781,0,30
1,86,1434.3832803533505,240.2973892947086,0.08726646259971647,0,30
1,87,1429.6506384977902,413.7016734073586,6.038839211900383,0,30
1,88,1565.3607391183996,230.20795553865017,0.5759586531581291,0,30
1,89,1633.9726373507244,329.1865939208251,0.6632251157578457,0,30
1,90,1755.855212246263,249.04731139452227,0.4363323129985826,0,30
11,76,794.1526081705995,374.69824343546185,0.4712388980384692,0,330
11,77,953.0655881219207,486.38607623896263,6.265732014659643,0,330
11,78,1140.2371309217954,476.3257124125104,5.410520681182431,0,330
11,79,796.267294629412,852.2853651260257,6.213372137099814,0,330
11,80,1028.296972862525,1142.05555665165,5.113814708343399,0,330
11,81,1214.3836559447361,791.3124967400823,2.548180707911717,0,330
11,82,1734.8534481026632,803.7601219215336,5.9690260418206105,0,330
11,83,1322.9423721777782,536.3478650783024,5.881759579220895,0,330
11,84,1204.9271243605945,312.940858602512,5.951572749300667,0,330
11,85,1323.333443874175,285.18953819060954,5.846852994181009,0,330
11,86,1435.9237258566347,246.46042862563615,6.003932626860497,0,330
11,87,1431.4991223706213,411.5999464561743,5.9690260418206105,0,330
11,88,1561.8672561800354,233.06156098886038,0.5759586531581291,0,330
11,89,1633.9726373507244,329.1865939208251,0.6632251157578457,0,330
11,90,1755.855212246263,249.04731139452227,0.4363323129985826,0,330
21,76,794.1526081705995,374.69824343546185,0.4712388980384692,0,630
21,77,940.80894653079,493.9824901833298,0.31415926535897937,0,630
21,78,1144.8291588251882,461.9813955365502,5.410520681182431,0,630
21,79,797.9622098836493,856.5226532616188,6.213372137099814,0,630
21,80,1041.6731402520102,1142.1869202661278,5.113814708343399,0,630
21,81,1226.2976368751995,770.0860649527705,2.548180707911717,0,630
21,82,1723.9322033898306,779.3898305084745,5.9690260418206105,0,630
21,83,1367.4353421726582,534.4906866944524,5.846852994181009,0,630
21,84,1204.9271243605945,312.940858602512,5.951572749300667,0,630
21,85,1323.333443874175,285.18953819060954,5.846852994181009,0,630
21,86,1433.8274702773033,246.71824620112523,0.06981317007977318,0,630
21,87,1429.6710252025964,388.7253269453689,5.811946409141123,0,630
21,88,1560.172340925798,228.8242728532671,0.5759586531581291,0,630
21,89,1633.9726373507244,329.1865939208251,0.6632251157578457,0,630
21,90,1752.4653817377882,252.4371419029968,0.4363323129985826,0,630
31,76,794.1526081705995,374.69824343546185,0.4712388980384692,0,930
31,77,979.2246076016472,483.9960575928034,0.22689280275926282,0,930
31,78,1129.1997443413243,461.6879379475934,5.585053606381862,0,930
31,79,797.9622098836493,856.5226532616188,6.213372137099814,0,930
31,80,1041.6731402520102,1142.1869202661278,5.113814708343399,0,930
31,81,1242.707554227024,951.3621617571955,3.1241393610698394,0,930
